,adress
135280,"Московская область, Богородский городской округ, Ногинск, Аэроклубная улица, 17, корп. 1"
135298,"Московская область, Кашира, улица 8 Марта, 26"
135299,"Московская область, Сергиев Посад, улица Осипенко"
135320,"Московская область, городской округ Солнечногорск, деревня Голубое, Трёхсвятская улица, 6"
135324,"Московская область, Волоколамский городской округ, деревня Клишино, Центральная улица, 1Б"
135342,"Московская область, Руза, площадь Партизан, 4"
135350,"Московская область, городской округ Коломна, село Сенницы-2, Луговая улица, 63"
135363,"Московская область, Рузский городской округ, деревня Старая Руза, улица Дом творчества ВТО"
135380,"Московская область, Ленинский городской округ, рабочий посёлок Горки Ленинские, Центральная улица, 7"
135386,"Московская область, Мякининское шоссе"
135388,"Московская область, Наро-Фоминский городской округ, Апрелевка, улица Дубки, 11"
135395,"Московская область, Балашиха, микрорайон Авиаторов, Лётная улица, 6/8"
135400,"Московская область, Истра, улица Урицкого, 112"
135402,"Московская область, Пушкино, Сретенская улица, 1, корп. 2"
135415,"Московская область, городской округ Истра, село Ивановское, Дачная улица, 15"
135425,"Московская область, Коломна, улица Зайцева, 10"
135433,"Московская область, Пушкино, улица 50 лет Комсомола, 34"
135434,"Московская область, Пушкино, микрорайон Дзержинец, 34"
135438,"Московская область, Балашиха, микрорайон Железнодорожный, Октябрьская улица, 27А"
135452,"Московская область, Люберцы, микрорайон Красная Горка, проспект Гагарина, 24, корп. 3"
135468,"Московская область, Жуковский, улица Кирова, 6"
135470,"Московская область, городской округ Пушкинский, посёлок Лесные Поляны, улица Ленина, 2Б"
135477,"Московская область, городской округ Подольск, посёлок Подольской машинно-испытательной станции, литА"
135487,"Московская область, Серпухов, Центральная улица, 141А"
135502,"Московская область, Сергиев Посад, Московское шоссе, 17"
135518,"Московская область, городской округ Люберцы, дачный посёлок Красково, посёлок Коренёво, Железнодорожная улица"
135525,"Московская область, Красногорск, коммунальная зона Красногорск-Митино"
135531,"Московская область, Одинцовский городской округ, посёлок Старый Городок, Школьная улица, 30"
135576,"Московская область, Руза, переулок Урицкого"
135577,"Московская область, городской округ Солнечногорск, деревня Елино, 7"
135584,"Московская область, Можайский городской округ, деревня Блазново"
135586,"Московская область, городской округ Подольск, деревня Федюково, Полевая улица, 17"
135588,"Московская область, Королёв, улица Горького, 79, стр. 24"
135615,"Московская область, Ленинский городской округ, Видное, Дивный бульвар, 14"
135618,"Московская область, городской округ Пушкинский, Красноармейск, улица Трудпосёлок, 10"
135620,"Московская область, Ленинский городской округ, Видное, улица имени Героя Советского Союза Виктора Никитовича Фокина, 18, корп. 2"
135629,"Московская область, Химки, улица Панфилова, с37"
135632,"Московская область, Ленинский городской округ, посёлок Развилка, Проектируемый проезд № 5539"
135634,"Московская область, Волоколамский городской округ, деревня Калистово, Центральная улица, 35"
135640,"Московская область, городской округ Красногорск, деревня Сабурово, 226"
135649,"Московская область, поселок городского типа Лотошино, Заводская улица"
135664,"Московская область, Одинцовский городской округ, Голицыно, Заводской проспект, 13"
135665,"Московская область, Мытищи, Коммунистическая улица, 25Г, корп. В"
135668,"Московская область, Раменское, Северное шоссе, 22"
135670,"Московская область, Бронницы, Советская улица, 48"
135697,"Московская область, городской округ Пушкинский, Ивантеевка, улица Новосёлки, 2"
135701,"Московская область, Сергиев Посад, Вознесенская улица, 5"
135717,"Московская область, Балашиха, микрорайон Кучино, улица Чаплыгина, 7Б"
135723,"Московская область, Ступино, Колхозная улица, 165"
135731,"Московская область, Долгопрудный, Лихачёвский проспект, 16"
135733,"Московская область, Щёлково, Краснознаменская улица, 17, корп. 4"
135747,"Московская область, Химки, МКАД, 74-й километр, вл5"
135753,"Московская область, городской округ Красногорск, посёлок Мечниково, 26"
135760,"Московская область, городской округ Серпухов, деревня Клеймёново, территория Квартал А, 274"
135766,"Московская область, Мытищи, микрорайон Пироговский, Фабричная улица, 1, стр. 1"
135771,"Московская область, городской округ Подольск, деревня Булатово, коттеджный посёлок Резиденция Булатово, 1"
135773,"Московская область, Пушкино, микрорайон Клязьма, Крыловская улица, 9Б"
135784,"Московская область, Рузский городской округ, посёлок Дорохово, Московская улица, 97"
135786,"Московская область, Раменский городской округ, посёлок станции Бронницы, Торговая площадь, 2А"
135797,"Московская область, городской округ Истра, коттеджный посёлок Дольче Вита, улица Рафаэля Санти, 341"
135804,"Московская область, Королёв, Центральный городской парк"
135814,"Московская область, Истра, улица Босова, 19"
135828,"Московская область, Павловский Посад, улица Чкалова"
135851,"Московская область, Серпухов, улица Ворошилова, 143Б, корп. 2"
135864,"Московская область, городской округ Пушкинский, М-8 Холмогоры, 47-й километр, 2, стр. 7"
135876,"Московская область, Дмитровский городской округ, село Синьково"
135883,"Московская область, Пушкинский городской округ, городское поселение Софрино"
135891,"Московская область, Королёв, Октябрьский бульвар, 22"
135897,"Московская область, Котельники, микрорайон Парковый, 1, корп. 2"
135925,"Московская область, городской округ Солнечногорск, деревня Хоругвино, 2П/5"
135951,"Московская область, городской округ Шатура, территориальное управление Пышлицкое"
135960,"Московская область, городской округ Истра, деревня Огарково, 7"
135975,"Московская область, городской округ Истра, дачный посёлок Снегири, Октябрьская улица, 41"
135977,"Московская область, Ленинский городской округ, Видное, Берёзовая улица, 1, стр. 1"
135991,"Московская область, Мытищи, Новомытищинский проспект, 82"
136014,"Московская область, Реутов, шоссе Автомагистраль Москва - Нижний Новгород, вл19Дс1"
136017,"Московская область, городской округ Пушкинский, Ивантеевка, улица Прокудина, 5"
136031,"Московская область, Пушкино, Красноармейское шоссе, с95"
136044,"Московская область, Волоколамский район, село Болычево"
136050,"Московская область, Щёлково, Браварская улица, 102А"
136081,"Московская область, Подольск, Советская улица, 18"
136089,"Московская область, Подольск, Пионерская улица, 14, стр. 2"
136091,"Московская область, Раменский городской округ, село Боршева, 57/3"
136095,"Московская область, Одинцово, Триумфальная улица, 1"
136096,"Московская область, Балашиха, шоссе Энтузиастов, 7"
136100,"Московская область, городской округ Коломна, село Андреевское"
136104,"Московская область, городской округ Воскресенск, посёлок Виноградово, Коммунистическая улица, с1"
136110,"Московская область, Одинцовский городской округ, деревня Трубачеевка, Железнодорожная улица"
136128,"Московская область, Лобня, улица Чехова, 31"
136139,"Московская область, Одинцово, улица Маковского, 19А"
136141,"Московская область, Подольск, Нефтебазовский проезд, 7"
136142,"Московская область, Химки, улица Бабакина, 2Б"
136151,"Московская область, 46К-9050"
136171,"Московская область, городской округ Серпухов, село Липицы, Гаражная улица, 19"
136185,"Московская область, городской округ Люберцы, рабочий посёлок Малаховка, улица Глеба Успенского, 23"
136192,"Московская область, Коломна, улица Гагарина, 21"
136196,"Московская область, городской округ Истра, Дедовск, улица Фабричная Ветка, 1, стр. 6"
136201,"Московская область, городской округ Ступино, рабочий посёлок Михнево, Библиотечная улица, 17Б"
136221,"Московская область, Подольск, микрорайон Климовск, улица Дмитрия Холодова, 9А"
136245,"Московская область, Щёлково, улица 3-я Линия, 29, корп. 5"
136250,"Московская область, Королёв, улица Исаева, 2В"
136273,"Московская область, Одинцовский городской округ, деревня Жуковка, 54"
136291,"Московская область, Электросталь, улица Жулябина, 6"
136310,"Московская область, Люберцы, улица Кирова, 20А"
136313,"Московская область, Химки, Библиотечная улица, 8А"
136329,"Московская область, Фрязино, улица Горького, 7"
136330,"Московская область, городской округ Пушкинский, дачный посёлок Черкизово, улица Ганны Шостак, 2"
136375,"Московская область, Богородский городской округ, Электроугли, Железнодорожная улица, 14"
136390,"Московская область, Раменский городской округ, дачный посёлок Кратово, посёлок Гидроагрегат"
136417,"Московская область, 46Н-12937"
136441,"Московская область, городской округ Зарайск, Гололобовское территориальное управление"
136452,"Московская область, Подольск, улица Генерала Стрельбицкого, 5А"
136459,"Московская область, посёлок Звёздный городок, 7"
136463,"Московская область, Богородский городской округ, Ногинск, Жактовская улица, 10Б"
136477,"Московская область, Домодедово, Каширское шоссе, 57"
136481,"Московская область, городской округ Пушкинский, село Тарасовка, Большая Тарасовская улица, 111, стр. 9"
136520,"Московская область, Серпухов, Тульская улица, 1, корп. 2"
136531,"Московская область, городской округ Воскресенск, деревня Чемодурово, Озёрная улица, 1"
136533,"Московская область, городской округ Химки, деревня Елино, территория Промышленная зона, вл1с1"
136540,"Московская область, Чехов, Почтовая улица, 8"
136542,"Московская область, 46К-4021"
136543,"Московская область, Павловский Посад, Большой Железнодорожный проезд, 6"
136548,"Московская область, Электрогорск, улица Карла Маркса, 8Б"
136549,"Московская область, городской округ Люберцы, рабочий посёлок Малаховка, квартал Подмосковный, 66, корп. 5"
136581,"Московская область, городской округ Красногорск, Новорижское шоссе, 26-й километр, вл1"
136595,"Московская область, Коломна, Щуровская улица, 38А"
136606,"Московская область, городской округ Истра, деревня Лешково, 217"
136607,"Московская область, Люберцы, улица Урицкого, 1"
136629,"Московская область, Балашиха, микрорайон Железнодорожный, Колхозная улица, 12к3"
136638,"Московская область, Егорьевск, Рязанская улица, 50"
136643,"Московская область, городской округ Воскресенск, Белоозёрский, Молодёжная улица, 28Б"
136669,"Московская область, Пушкино, улица Лермонтова, 37А, стр. 2"
136678,"Московская область, Жуковский, Праволинейная улица, 33"
136700,"Московская область, Богородский городской округ, Ногинск, Комсомольская улица, 24Б"
136705,"Московская область, городской округ Химки, Международное шоссе, 1А"
136712,"Московская область, Ленинский городской округ, деревня Дальние Прудищи, Орловский проезд, 12, стр. 1"
136718,"Московская область, Наро-Фоминский городской округ, деревня Спасс-Косицы"
136721,"Московская область, Дмитров, Советская улица, 1"
136737,"Московская область, Домодедово, микрорайон Востряково, Комсомольская улица, 27"
136738,"Московская область, Балашиха, микрорайон Железнодорожный, Пролетарская улица, 1/2"
136739,"Московская область, Домодедово, Зелёная улица, с72"
136741,"Московская область, Люберцы, Красногорская улица, 22Б"
136751,"Московская область, Дмитровский городской округ, село Жестылево"
136756,"Московская область, Одинцовский городской округ, посёлок ВНИИССОК, улица Михаила Кутузова, 5А"
136764,"Московская область, Подольск, Поливановская улица, 9"
136768,"Московская область, Подольск, Юбилейная улица, 30"
136778,"Московская область, Сергиев Посад, улица Митькина, 16/1"
136795,"Московская область, Королёв, улица Грабина, 22"
136818,"Московская область, Мытищи, Волковское шоссе, вл23с2"
136833,"Московская область, городской округ Люберцы, дачный посёлок Красково, Вокзальная улица, 38"
136841,"Московская область, городской округ Мытищи, деревня Пруссы"
136851,"Московская область, Электросталь, улица Тевосяна, 42"
136863,"Московская область, Одинцовский городской округ, деревня Жуковка, улица Ильинский Подъезд, с1"
136870,"Московская область, городской округ Истра, деревня Еремеево"
136874,"Московская область, Мытищи, Новомытищинский проспект, вл5"
136879,"Московская область, городской округ Красногорск, село Ильинское, улица Ленина, 29/1"
136880,"Московская область, Люберцы, Октябрьский проспект, 373, корп. 9"
136908,"Московская область, Одинцовский городской округ, деревня Волково, 1"
136925,"Московская область, городской округ Черноголовка, село Ивановское, Луговая улица, 23"
136933,"Московская область, Можайский городской округ, деревня Сивково"
136935,"Московская область, Химки, улица Калинина, 13"
136947,"Московская область, Дмитровский городской округ, деревня Комаровка, 10А"
136950,"Московская область, Домодедово, Зелёная улица, 72А"
136968,"Московская область, Серпухов, Садовая улица, 13Б"
136975,"Московская область, Одинцово, бульвар Маршала Крылова, 3"
136976,"Московская область, Рузский городской округ, рабочий посёлок Тучково, улица Партизан, 13/4"
136984,"Московская область, Богородский городской округ, Ногинск, территория Ногинск-Технопарк, 7"
136994,"Московская область, Серпухов, бульвар 65 лет Победы, 4"
137016,"Московская область, Одинцовский городской округ, Звенигород, микрорайон Пронина, 13"
137036,"Московская область, Одинцово, Молодёжная улица, 24"
137044,"Московская область, Домодедово, микрорайон Барыбино, 1-я Вокзальная улица, 28Б"
137060,"Московская область, Балашиха, микрорайон Авиаторов, Лётная улица, 10"
137062,"Московская область, городской округ Пушкинский, Ивантеевка, Трудовая улица, 23"
137079,"Московская область, Дубна, Дачная улица, 1, стр. 4"
137082,"Московская область, городской округ Лосино-Петровский, садоводческое некоммерческое товарищество Здоровье"
137103,"Московская область, Химки, улица Германа Титова, 12, корп. 1"
137109,"Московская область, Щёлково, Талсинская улица, 1"
137140,"Московская область, городской округ Подольск, деревня Федюково, улица Строителей, 14А"
137145,"Московская область, городской округ Балашиха, село Новый Милет, 3Г"
137146,"Московская область, Черноголовка, проспект Академика Семёнова, 1"
137149,"Московская область, Одинцовский городской округ, Кубинка, улица Генерала Вотинцева, 11А"
137161,"Московская область, Солнечногорский район, сельское поселение Кутузовское"
137164,"Московская область, Богородский городской округ, Ногинск, улица 3-го Интернационала, 39"
137179,"Московская область, Королёв, улица Мичурина, 27, корп. 8"
137205,"Московская область, Одинцово, Акуловская улица, 2А"
137220,"Московская область, Люберцы, Октябрьский проспект, 142"
137222,"Московская область, городской округ Подольск, деревня Бережки, Лесная улица, 1"
137232,"Московская область, городской округ Люберцы, дачный посёлок Красково, Новомарусинский проезд, 10"
137240,"Московская область, Ленинский городской округ, СНТ Мосмек-5"
137247,"Московская область, Одинцово, Северная улица, 62А"
137275,"Московская область, городской округ Щёлково, деревня Протасово, Весенняя улица, 2"
137299,"Московская область, Богородский городской округ, Ногинск, улица Дмитрия Михайлова, 8"
137300,"Московская область, городской округ Люберцы, рабочий посёлок Малаховка, Касимовское шоссе, 3Е"
137324,"Московская область, городской округ Красногорск, рабочий посёлок Нахабино, Стартовая улица, 1"
137325,"Московская область, Химки, улица Кирова"
137328,"Московская область, Зарайск, Советская улица, 15А"
137342,"Московская область, Люберцы, улица Кирова, 12к2"
137347,"Московская область, Коломна, улица Цементников, 3"
137352,"Московская область, городской округ Красногорск, посёлок Архангельское, с7А"
137355,"Московская область, Балашиха, микрорайон Дзержинского, 33"
137357,"Московская область, Электросталь, улица Победы, 11, корп. 1"
137372,"Московская область, Химки, микрорайон Подрезково, Московская улица, 1Б"
137380,"Московская область, городской округ Ступино, село Ивановское, Тополиная улица, 19/5"
137384,"Московская область, Можайск, Московская улица, 22А"
137401,"Московская область, Бронницы, Кирпичный проезд, 10"
137408,"Московская область, городской округ Ступино, М-4 Дон, 74-й километр"
137409,"Московская область, городской округ Клин, посёлок Зубово"
137432,"Московская область, Одинцово, Можайское шоссе, 66Б"
137438,"Московская область, городской округ Химки, деревня Елино, Рабочая улица, с8"
137449,"Московская область, Домодедово, микрорайон Северный, Логистическая улица, 1/14"
137454,"Московская область, Лыткарино, 2-й микрорайон, 7-й квартал, с5В"
137455,"Московская область, городской округ Солнечногорск, село Исаково, 37"
137457,"Московская область, городской округ Ступино, рабочий посёлок Михнево, улица Горького, 4"
137459,"Московская область, Коломна, улица Гагарина, 68"
137463,"Московская область, Долгопрудный, Лихачёвский проспект, 17"
137472,"Московская область, Сергиев Посад, Хотьковский проезд, 13"
137487,"Московская область, Чехов, Симферопольское шоссе, 4/1"
137499,"Московская область, Чехов, микрорайон Губернский, Земская улица, 3"
137502,"Московская область, Пушкино, микрорайон Дзержинец, 14А"
137508,"Московская область, Химки, Ленинградское шоссе, 29-й километр"
137526,"Московская область, Долгопрудный, бульвар имени Умберто Нобиле, 1"
137527,"Московская область, Балашиха, Советская улица, 31, стр. 1"
137530,"Московская область, Пущино, проспект Науки, 1Д"
137533,"Московская область, Химки, микрорайон Новогорск, Ивановская улица, вл2"
137535,"Московская область, городской округ Пушкинский, Ивантеевка"
137538,"Московская область, Балашиха, Керамическая улица, 2А"
137546,"Московская область, Богородский городской округ, Ногинск, Комсомольская улица, 59/3"
137550,"Московская область, Одинцово, Акуловская улица, 11А, стр. 3"
137562,"Московская область, городской округ Солнечногорск, рабочий посёлок Ржавки, 2-й микрорайон, 20"
137563,"Московская область, Одинцовский городской округ, посёлок Назарьево, 14А"
137570,"Московская область, городской округ Щёлково, деревня Ерёмино"
137577,"Московская область, Луховицы, Пионерская улица, 24В"
137583,"Московская область, городской округ Лосино-Петровский, рабочий посёлок Свердловский, Заречная улица, 7"
137586,"Московская область, городской округ Пушкинский, Ивантеевка, улица Победы, 15"
137598,"Московская область, Домодедово, микрорайон Западный, владение Дачник, с1"
137601,"Московская область, Воскресенск, улица Первостроителей, 7В"
137620,"Московская область, Домодедово, улица Курыжова, 19, корп. 2"
137633,"Московская область, Пушкино, микрорайон Новая Деревня, Институтская улица, 15А, стр. 1"
137658,"Московская область, Луховицы, улица Горького, 2В"
137661,"Московская область, Подольск, проезд Горпарка, 13"
137668,"Московская область, городской округ Домодедово, село Растуново, коттеджный посёлок Растуново, 223"
137707,"Московская область, Химки, улица Маяковского, 4"
137709,"Московская область, Домодедово, Каширское шоссе, 54-й километр, 2"
137712,"Московская область, Люберцы, улица Митрофанова, 1А"
137715,"Московская область, Богородский городской округ, деревня Большое Буньково"
137726,"Московская область, Дубна, улица Правды, 26"
137733,"Московская область, Дмитровский городской округ, посёлок Подосинки, 100"
137739,"Московская область, городской округ Воскресенск, деревня Цибино, улица Строителей, 9"
137744,"Московская область, Красногорск, Ново-Никольская улица, 52"
137759,"Московская область, Подольск, улица Клемента Готвальда, 4"
137776,"Московская область, Лосино-Петровский, улица Горького, 26А"
137804,"Московская область, Щёлково, Московская улица, 130/1"
137808,"Московская область, городской округ Солнечногорск, деревня Голиково, микрорайон Золотые Купола, улица Дружбы, 370/372"
137819,"Московская область, городской округ Ступино, рабочий посёлок Малино, улица Чапаева, 1"
137821,"Московская область, Одинцовский городской округ, деревня Жуковка, 205"
137823,"Московская область, Дмитров, 2-я Инженерная улица, 2"
137848,"Московская область, Рузский городской округ, посёлок Дорохово, 1-я Советская улица, 36"
137850,"Московская область, Электросталь, Южный проспект, 7, корп. 3"
137855,"Московская область, городской округ Щёлково, деревня Оболдино, Лесная улица, 58"
137859,"Московская область, Мытищи, Троицкая улица"
137861,"Московская область, Химки, микрорайон Сходня, улица Чапаева"
137881,"Московская область, Красногорск, Речная улица, 8А"
137895,"Московская область, Щёлково, площадь Ленина, 8"
137900,"Московская область, посёлок Звёздный городок, 23"
137901,"Московская область, городской округ Щёлково, дачный посёлок Загорянский, улица Свердлова, 3"
137902,"Московская область, Лобненский лесопарк"
137904,"Московская область, Химки, Ленинградское шоссе, 29-й километр, вл1"
137907,"Московская область, Реутов, Носовихинское шоссе, 21В"
137915,"Московская область, Королёв, Пионерская улица, 2"
137917,"Московская область, городской округ Красногорск, деревня Бузланово, улица Новый Посёлок, 9"
137930,"Московская область, городской округ Красногорск, деревня Путилково"
137931,"Московская область, Воскресенск, Вокзальная улица, 8"
137936,"Московская область, городской округ Солнечногорск, деревня Горетовка, Пятницкое шоссе"
137965,"Московская область, Мытищи, Силикатная улица, 22"
137968,"Московская область, городской округ Щёлково, рабочий посёлок Монино, улица Алксниса, 30"
137972,"Московская область, Серпухов, Московское шоссе, 98А"
137982,"Московская область, городской округ Истра, Дедовск, 1-я Волоколамская улица, 94вл1"
137997,"Московская область, городской округ Люберцы, дачный посёлок Красково, Школьная улица"
137999,"Московская область, Одинцовский городской округ, Звенигород, микрорайон Супонево, 10"
138003,"Московская область, Солнечногорск, улица Дзержинского, 19"
138017,"Московская область, Балашиха, Щёлковское шоссе, 87, стр. 1"
138028,"Московская область, Ленинский городской округ, Видное, проспект Ленинского Комсомола, 1А"
138044,"Московская область, Серпухов, Центральная улица, 142, корп. 2"
138055,"Московская область, Мытищи, Железнодорожная улица, 52А"
138057,"Московская область, Ленинский городской округ, село Булатниково, с22Юк2"
138067,"Московская область, Химки, квартал Клязьма, Набережный проезд, 1, корп. 2"
138073,"Московская область, Богородский городской округ, Ногинск, Аптечный переулок, 2"
138081,"Московская область, Дмитров, улица Восточная Объездная Дорога, 37"
138087,"Московская область, Раменский городской округ, деревня Островцы, Подмосковная улица, 15К"
138108,"Московская область, Домодедово, микрорайон Авиационный, проспект Академика Туполева"
138112,"Московская область, Орехово-Зуевский городской округ, Куровское, Коммунистическая улица, 42"
138114,"Московская область, Химки, Совхозная улица, 19к2"
138120,"Московская область, городской округ Красногорск, рабочий посёлок Нахабино, Красноармейская улица, 44"
138128,"Московская область, Ленинский городской округ, Видное, проспект Ленинского Комсомола, 9, корп. 4"
138164,"Московская область, Орехово-Зуево, улица Ленина, 105"
138166,"Московская область, Дубна, Ленинградская улица, 20А"
138173,"Московская область, Богородский городской округ, Ногинск, Патриаршая улица, 7А"
138178,"Московская область, городской округ Воскресенск, деревня Степанщино, Центральная улица, 48Б"
138180,"Московская область, городской округ Красногорск, деревня Грибаново, Полевая улица, 12Б"
138184,"Московская область, городской округ Истра, посёлок Октябрьской Фабрики, 24"
138201,"Московская область, Химки, улица Пожарского, 22"
138209,"Московская область, Воскресенск, микрорайон Центральный, Октябрьская улица, 2"
138219,"Московская область, Балашиха, шоссе Энтузиастов, 78"
138224,"Московская область, Одинцовский городской округ, рабочий посёлок Новоивановское, улица Агрохимиков, 9Б"
138232,"Московская область, Талдомский городской округ, рабочий посёлок Запрудня, улица Ленина, 1"
138262,"Московская область, Рузский городской округ, рабочий посёлок Тучково, улица Лебеденко, 31"
138276,"Московская область, Ленинский городской округ, деревня Картино, ТЛПХ Дружба, улица Карельский Тупик, 89"
138285,"Московская область, Подольск, Красногвардейский бульвар, 44В"
138307,"Московская область, Люберцы, Юбилейная улица"
138329,"Московская область, Раменский городской округ, дачный посёлок Кратово, Тимирязевская улица, 3"
138335,"Московская область, городской округ Домодедово, деревня Образцово"
138340,"Московская область, городской округ Мытищи, деревня Троице-Сельцо, вл1с1А"
138345,"Московская область, Богородский городской округ, деревня Дядькино, Сосновая аллея, 5"
138347,"Московская область, Раменский городской округ, деревня Нестерово, 107"
138359,"Московская область, Серпухов, Советская улица, 102Г"
138366,"Московская область, Подольск, Народная улица, 27А"
138373,"Московская область, городской округ Пушкинский, село Тарасовка, Вокзальная улица, 4"
138386,"Московская область, Люберцы, микрорайон Городок Б, улица 3-е Почтовое Отделение, 55"
138396,"Московская область, Королёв, улица Дзержинского, 16/1"
138427,"Московская область, Красногорск, квартал Коммунальный, Знаменская улица, 5, подъезд 1"
138463,"Московская область, Наро-Фоминский городской округ, рабочий посёлок Калининец, 236А"
138464,"Московская область, Одинцовский городской округ, Кубинка, Колхозная улица, 32Б, стр. 1"
138470,"Московская область, Балашиха, ДПК Заря, Парковая улица, 34А"
138480,"Московская область, Звенигород"
138493,"Московская область, городской округ Ступино, деревня Алфимово, улица Новосёлов, 25"
138494,"Московская область, Фрязино, проспект Мира, 18, корп. 5"
138503,"Московская область, Подольск, улица Кирова, 63А, стр. 1"
138511,"Московская область, городской округ Истра, деревня Красный Посёлок, Английский бульвар, 1"
138526,"Московская область, Жуковский, улица Гудкова, 13А"
138535,"Московская область, городской округ Истра, деревня Юрьево, 61Б"
138544,"Московская область, Одинцово, Можайское шоссе, 8, корп. 1"
138546,"Московская область, Электросталь, улица Ялагина, 18А"
138581,"Московская область, Одинцовский городской округ, городское поселение Кубинка"
138591,"Московская область, Одинцовский городской округ, посёлок Новый Городок, 12"
138593,"Московская область, Королёв, микрорайон Болшево, улица Комитетский Лес, 2А"
138617,"Московская область, Красногорск, Строительная улица, 5"
138619,"Московская область, городской округ Егорьевск, деревня Жабки, 1А"
138643,"Московская область, Реутов, Садовый проезд, 9к1"
138668,"Московская область, городской округ Мытищи, деревня Грибки, Ангарская улица, 40А"
138680,"Московская область, Лыткарино, 4-й микрорайон, микрорайон 4А, с4"
